ChrZ	0	200000	superscaffold26	0	200000	0.001056	211.236748
ChrZ	150000	350000	superscaffold26	150000	350000	0.000924	184.891474
ChrZ	300000	500000	superscaffold26	300000	500000	0.001176	235.106938
ChrZ	450000	650000	superscaffold26	450000	650000	0.001999	399.814324
ChrZ	600000	800000	superscaffold26	600000	800000	0.001629	325.702247
ChrZ	750000	950000	superscaffold26	750000	950000	0.002303	460.662349
ChrZ	900000	1100000	superscaffold26	900000	1100000	0.002475	495.074677
ChrZ	1050000	1250000	superscaffold26	1050000	1250000	0.002828	565.521856
ChrZ	1200000	1400000	superscaffold26	1200000	1400000	0.002529	505.761451
ChrZ	1350000	1550000	superscaffold26	1350000	1550000	0.002787	557.421356
ChrZ	1500000	1700000	superscaffold26	1500000	1700000	0.003368	673.68859
ChrZ	1650000	1850000	superscaffold26	1650000	1850000	0.002541	508.291958
ChrZ	1800000	2000000	superscaffold26	1800000	2000000	0.001947	389.410085
ChrZ	1950000	2150000	superscaffold26	1950000	2150000	0.00254	507.904719
ChrZ	2100000	2300000	superscaffold26	2100000	2300000	0.003934	786.76279
ChrZ	2250000	2450000	superscaffold26	2250000	2450000	0.003876	775.140636
ChrZ	2400000	2600000	superscaffold26	2400000	2600000	0.002613	522.590104
ChrZ	2550000	2750000	superscaffold26	2550000	2750000	0.002123	424.581296
ChrZ	2700000	2900000	superscaffold26	2700000	2900000	0.001345	269.016783
ChrZ	2850000	3050000	superscaffold26	2850000	3050000	0.002089	417.848256
ChrZ	3000000	3200000	superscaffold26	3000000	3200000	0.002388	477.623177
ChrZ	3150000	3350000	superscaffold26	3150000	3350000	0.002534	506.816486
ChrZ	3300000	3500000	superscaffold26	3300000	3500000	0.002716	543.269747
ChrZ	3450000	3650000	superscaffold26	3450000	3650000	0.002472	494.425336
ChrZ	3600000	3800000	superscaffold26	3600000	3800000	0.002346	469.235728
ChrZ	3750000	3950000	superscaffold26	3750000	3950000	0.002352	470.428344
ChrZ	3900000	4100000	superscaffold26	3900000	4100000	0.001803	360.696343
ChrZ	4050000	4250000	superscaffold26	4050000	4250000	0.002139	427.702056
ChrZ	4200000	4400000	superscaffold26	4200000	4400000	0.001672	334.360368
ChrZ	4350000	4550000	superscaffold26	4350000	4550000	0.001186	237.298711
ChrZ	4500000	4700000	superscaffold26	4500000	4700000	0.001412	282.347813
ChrZ	4650000	4850000	superscaffold26	4650000	4850000	0.001648	329.616675
ChrZ	4800000	5000000	superscaffold26	4800000	5000000	0.001395	278.941054
ChrZ	4950000	5150000	superscaffold26	4950000	5150000	0.001745	349.065759
ChrZ	5100000	5300000	superscaffold26	5100000	5300000	0.001658	331.634715
ChrZ	5250000	5450000	superscaffold26	5250000	5450000	0.00143	285.95982
ChrZ	5400000	5600000	superscaffold26	5400000	5600000	0.001277	255.49291
ChrZ	5550000	5750000	superscaffold26	5550000	5750000	0.0012	239.904198
ChrZ	5700000	5900000	superscaffold26	5700000	5900000	0.001032	206.450669
ChrZ	5850000	6050000	superscaffold26	5850000	6050000	0.001312	262.477379
ChrZ	6000000	6200000	superscaffold26	6000000	6200000	0.000994	198.879829
ChrZ	6150000	6350000	superscaffold26	6150000	6350000	0.000777	155.491034
ChrZ	6300000	6500000	superscaffold26	6300000	6500000	0.000737	147.492908
ChrZ	6450000	6650000	superscaffold26	6450000	6650000	0.000729	145.776367
ChrZ	6600000	6800000	superscaffold26	6600000	6800000	0.000722	144.476183
ChrZ	6750000	6950000	superscaffold26	6750000	6950000	0.00078	155.930414
ChrZ	6900000	7100000	superscaffold26	6900000	7100000	0.000741	148.283221
