scaffold	point_estimate	UPPER_CI
superscaffold11.283	1.00019533076786	1.0011910087278
superscaffold11.282	1.00221992727443	1.0081290029277
superscaffold11.281	0.999809157190789	0.999816795353641
superscaffold11.280	1.00006532546432	1.00071673355209
superscaffold11.279	1.00007630049371	1.00066634690401
superscaffold11.278	0.999968892772207	1.00034448164708
superscaffold11.277	1.00055060106816	1.00210888094814
superscaffold11.276	0.999977045704063	1.00022034036343
superscaffold11.275	0.999909779101432	0.99996660755516
superscaffold11.274	1.00050074226055	1.00213492111198
superscaffold11.273	1.00057598528239	1.00169795098914
superscaffold11.272	1.00011099445574	1.00095621693768
superscaffold11.271	1.00045948543246	1.00102749813822
superscaffold11.270	0.999823922709853	0.999825200698892
superscaffold11.269	1.00036160717923	1.00156244185748
superscaffold11.268	1.0005615912283	1.00252115783463
superscaffold11.267	0.999978558859999	1.00008633260739
superscaffold11.266	1.00026701464881	1.00122062493866
superscaffold11.265	1.0000731460394	1.0004897188807
superscaffold11.264	1.00072491816806	1.00301988517581
superscaffold11.263	1.00002689407329	1.00042155944217
superscaffold11.262	0.999986117322168	1.00010037447922
superscaffold11.261	1.00069640346966	1.00239481675353
superscaffold11.260	1.00025743338336	1.00142332208261
superscaffold11.259	1.00000789290349	1.00001541787141
superscaffold11.258	0.999934402128263	1.00017317142712
superscaffold11.257	1.00060052235149	1.0027008040972
superscaffold11.256	0.999980642245099	1.00017016598286
superscaffold11.255	1.00126029038416	1.00481091097668
superscaffold11.254	1.00062963060297	1.00272673424917
superscaffold11.253	1.00069167590891	1.00291452034172
superscaffold11.252	1.00024416341115	1.00061820250511
superscaffold11.251	1.00066346977378	1.0015597135577
superscaffold11.250	1.00082284173803	1.00188881905238
superscaffold11.249	1.00012485020131	1.00034733999495
superscaffold11.248	1.0002101715642	1.00128925504042
superscaffold11.247	0.999940175598887	1.00026703852392
superscaffold11.246	0.999907667227278	1.00020709551769
superscaffold11.245	1.00008911531914	1.00043560724873
superscaffold11.244	1.00049628868824	1.00197806426517
superscaffold11.243	1.0000223528779	1.00005294803235
superscaffold11.242	1.00037518981561	1.00187641332489
superscaffold11.241	1.00040430487377	1.0013917575538
superscaffold11.240	1.00013262611166	1.00076010431127
superscaffold11.239	1.00022481114456	1.00087626573359
superscaffold11.238	1.00041543523688	1.00135649481653
superscaffold11.237	0.999881522183858	0.99995780038137
superscaffold11.236	0.999992152956641	1.00037120319297
superscaffold11.235	1.00004157934179	1.00033994562572
superscaffold11.234	1.00064389508858	1.00261221942914
superscaffold11.233	1.00031299686182	1.00145556187734
superscaffold11.232	0.999962308943563	1.00014306020389
superscaffold11.231	1.00005709689395	1.00030309329234
superscaffold11.230	0.999869822886294	0.999992526536297
superscaffold11.229	1.0006965251054	1.00126927303817
superscaffold11.228	1.00003991086288	1.00044978299267
superscaffold11.227	1.00022362744469	1.00084344658895
superscaffold11.226	0.999979484690174	1.0004083406697
superscaffold11.225	1.00041949355083	1.0015620389332
superscaffold11.224	1.00022872827795	1.00093167579609
superscaffold11.223	1.00060193726097	1.00242298582963
superscaffold11.222	1.00109195688572	1.00417792138939
superscaffold11.221	1.00040823653121	1.00087386635706
superscaffold11.220	1.00065129150953	1.00271428454134
superscaffold11.219	1.00059739952077	1.00270442557376
superscaffold11.218	1.00001454621987	1.00012201308185
superscaffold11.217	1.00025373318884	1.00086747781017
superscaffold11.216	0.999984433149271	1.00012346274412
superscaffold11.215	1.0003947625783	1.00114192166252
superscaffold11.214	1.00005913723988	1.0001950643922
superscaffold11.213	1.00037425088079	1.0018332266356
superscaffold11.212	1.00091171573222	1.00368648324982
superscaffold11.211	1.00074754781382	1.002701114282
superscaffold11.210	0.999991613778346	1.00019587343178
superscaffold11.209	0.99991022160364	0.999948926539787
superscaffold11.208	0.999893823108951	1.00005147535092
superscaffold11.207	1.00029635191145	1.00063400236894
superscaffold11.206	1.00056228176975	1.00217008312522
superscaffold11.205	0.999864949936096	0.9999536379652
superscaffold11.204	1.0000777762559	1.00060879852303
superscaffold11.203	1.00094256089903	1.00106446416131
superscaffold11.202	0.999933825282762	1.00023932358117
superscaffold11.201	1.00006491623222	1.00033541039626
superscaffold11.200	1.00041468962826	1.0020015985765
superscaffold11.199	1.00004358972925	1.00054329047911
superscaffold11.198	1.00006634110934	1.00053766737724
superscaffold11.197	1.00089140088628	1.00309122285072
superscaffold11.196	0.999976986109027	1.00017300683059
superscaffold11.195	0.999960133610224	1.00036350864844
superscaffold11.194	0.999956229038969	1.00004914820327
superscaffold11.193	1.00077475409288	1.00161478996297
superscaffold11.192	0.999868458201129	1.00002091796039
superscaffold11.191	1.00010577335954	1.00068003388776
superscaffold11.190	1.00027140366168	1.00131292261248
superscaffold11.189	1.0008382391005	1.00312663030671
superscaffold11.188	1.00074791843832	1.00275369279707
superscaffold11.187	1.00017092167256	1.00065529620438
superscaffold11.186	1.00053752393701	1.0021588373138
superscaffold11.185	0.99986698870111	0.999998584407096
superscaffold11.184	0.999889367260767	0.999911388433926
superscaffold11.183	0.999988448860203	1.00017956252197
superscaffold11.182	1.00052987801313	1.00225042441649
superscaffold11.181	1.00009078118302	1.00081178917819
superscaffold11.180	1.00007641861729	1.00037203150767
superscaffold11.179	1.00001319222101	1.00056509553886
superscaffold11.178	1.00014641495227	1.00038931124942
superscaffold11.177	1.00039024829947	1.00042682175601
superscaffold11.176	0.999915409153247	1.00024158064487
superscaffold11.175	1.00108264563414	1.00439527087361
superscaffold11.174	0.999972842379414	1.00043166354698
superscaffold11.173	1.00028837578112	1.00104429653985
superscaffold11.172	0.999921012777256	1.00002159392336
superscaffold11.171	1.00003933043857	1.00041172248786
superscaffold11.170	1.00020239270549	1.00129081033693
superscaffold11.169	1.00030183691724	1.00096792411012
superscaffold11.168	1.00026502366877	1.00103864968863
superscaffold11.167	1.00053216308724	1.00195844591531
superscaffold11.166	1.00002710617645	1.00027952832117
superscaffold11.165	0.999948965884683	1.0003695493651
superscaffold11.164	1.00005237034483	1.00044802286727
superscaffold11.163	1.00027808903709	1.00091393967466
superscaffold11.162	1.00006892462276	1.0007186985519
superscaffold11.161	0.999997630222624	1.00023581977801
superscaffold11.160	1.00051500426049	1.00229440221973
superscaffold11.159	1.00029329041099	1.00101150293659
superscaffold11.158	1.00026333147295	1.00149043599836
superscaffold11.157	1.00005428217623	1.00055748426463
superscaffold11.156	1.00037954343073	1.00143239161193
superscaffold11.155	1.00045564944639	1.00158063439437
superscaffold11.154	1.00040880459493	1.00171751353691
superscaffold11.153	1.0003722104476	1.0017996534871
superscaffold11.152	1.00009563663387	1.00070450961746
superscaffold11.151	1.00022174734508	1.00126189810922
superscaffold11.150	1.00072642521217	1.00193191896516
superscaffold11.149	0.999876192549876	1.00006979073311
superscaffold11.148	1.00001113829088	1.00023638730767
superscaffold11.147	1.00086134528199	1.00302254420456
superscaffold11.146	1.00000373738977	1.00048050641266
superscaffold11.145	1.00013110679049	1.00056934138732
superscaffold11.144	1.0000454228261	1.00060713376127
superscaffold11.143	1.00003984391493	1.00023505903694
superscaffold11.142	1.00110494699118	1.00443249106425
superscaffold11.141	0.99988887317958	0.999996081985183
superscaffold11.140	0.999862080949596	0.999948498154852
superscaffold11.139	1.00003291614304	1.00023908744915
superscaffold11.138	1.00095451531305	1.00402443436683
superscaffold11.137	1.00010683284932	1.00090978478759
superscaffold11.136	1.0000131031216	1.00023266597204
superscaffold11.135	0.999855900708989	0.999932924470015
superscaffold11.134	0.999951869399438	0.999986228118059
superscaffold11.133	1.00051612573725	1.00087724302554
superscaffold11.132	1.00102252941114	1.00311413511089
superscaffold11.131	1.00024625329289	1.00093333911716
superscaffold11.130	1.0004510062277	1.00150107529232
superscaffold11.129	0.999859960714529	0.999896825544168
superscaffold11.128	1.00017908846984	1.00115734997882
superscaffold11.127	1.00004453240005	1.00026637557644
superscaffold11.126	1.00023940976195	1.00048279078
superscaffold11.125	1.00029705657876	1.00162667543035
superscaffold11.124	1.000410153906	1.00087575123949
superscaffold11.123	1.00066804049297	1.00131015559467
superscaffold11.122	1.00028202948808	1.00146617907005
superscaffold11.121	0.999910429430643	1.00019176372017
superscaffold11.120	1.00038835200737	1.00154178132429
superscaffold11.119	0.999949082926377	1.00007957342734
superscaffold11.118	0.999922803655588	1.00008163617963
superscaffold11.117	0.99996480647612	1.00018718162294
superscaffold11.116	1.00053692648687	1.00140092084144
superscaffold11.115	1.00018089575927	1.00111269294894
superscaffold11.114	1.00176152746378	1.00514578990964
superscaffold11.113	1.00009693655265	1.00089785580046
superscaffold11.112	1.0042149961162	1.01546023365408
superscaffold11.111	0.99993978310937	1.00025625170266
