scaffold	point_estimate	UPPER_CI
superscaffold11.283	0.999887924739641	1.00011982362083
superscaffold11.282	1.00046495404705	1.00218475243615
superscaffold11.281	1.00121125945267	1.00417913154056
superscaffold11.280	0.999908915140564	1.00020593724488
superscaffold11.279	1.00021714705193	1.00097492038225
superscaffold11.278	1.00212933664628	1.0076359046857
superscaffold11.277	1.00159619138997	1.00377588722045
superscaffold11.276	1.0005102370612	1.00148683077259
superscaffold11.275	1.002261599121	1.00832229337137
superscaffold11.274	1.00017785678741	1.00051310034691
superscaffold11.273	1.00051197039731	1.0016838586801
superscaffold11.272	1.00118778956011	1.00460745905741
superscaffold11.271	1.00101261964524	1.00424190358044
superscaffold11.270	0.999952762515526	1.00034050482598
superscaffold11.269	1.00019492164557	1.0009793633112
superscaffold11.268	1.00031783093104	1.00149035248619
superscaffold11.267	1.00431118274589	1.01412055317657
superscaffold11.266	1.00009631049422	1.00076682302435
superscaffold11.265	1.00050095699445	1.00092330838278
superscaffold11.264	1.0065549953609	1.02092623614491
superscaffold11.263	0.999872352724328	1.00008176846111
superscaffold11.262	1.00601200381099	1.02211796220272
superscaffold11.261	1.00203665337842	1.00799341658451
superscaffold11.260	1.00057711073479	1.00226312039774
superscaffold11.259	0.999968593758661	0.999976411287992
superscaffold11.258	1.00028297332968	1.00158701626486
superscaffold11.257	1.00322645292836	1.00935873788832
superscaffold11.256	1.00088127554533	1.00358216274881
superscaffold11.255	1.00058402025314	1.00187780380769
superscaffold11.254	1.00077728854299	1.00329876225354
superscaffold11.253	1.00186270973595	1.00736801783019
superscaffold11.252	1.00147023426935	1.00400636505479
superscaffold11.251	0.999973741090261	1.00036022789343
superscaffold11.250	1.00022430311307	1.00119020802064
superscaffold11.249	1.00136602874671	1.00473384232333
superscaffold11.248	1.00169880608996	1.00527671369584
superscaffold11.247	1.0001740394896	1.00098117785072
superscaffold11.246	1.00080014392522	1.00349896681292
superscaffold11.245	1.00407177150974	1.01443231213438
superscaffold11.244	1.00253364387876	1.00948435994321
superscaffold11.243	1.00051934141148	1.00175459154926
superscaffold11.242	1.00005021074869	1.0007036812587
superscaffold11.241	1.0001051782268	1.00071355185347
superscaffold11.240	1.00022953928988	1.00108375053095
superscaffold11.239	1.00052960633037	1.00213031349876
superscaffold11.238	1.00268756437977	1.01025122058262
superscaffold11.237	0.999903173958949	0.999913134247479
superscaffold11.236	1.00328062063718	1.01252843594115
superscaffold11.235	1.007539504042	1.02724151778093
superscaffold11.234	1.00155062056916	1.00597900332774
superscaffold11.233	1.00078376004668	1.00241802272357
superscaffold11.232	1.00235830042889	1.00906846993293
superscaffold11.231	1.00090843962393	1.00378971096082
superscaffold11.230	1.00046974241958	1.00097907304298
superscaffold11.229	1.00113335594544	1.0042901987937
superscaffold11.228	1.0006836687133	1.00105240607807
superscaffold11.227	1.00050491886723	1.00213783718642
superscaffold11.226	1.00049696943938	1.00136335317837
superscaffold11.225	1.00236137265716	1.00882730849325
superscaffold11.224	1.00956826343935	1.03062768229533
superscaffold11.223	1.00286245628667	1.01068357374423
superscaffold11.222	1.00041350133567	1.00071600299441
superscaffold11.221	1.0039168559242	1.01439885961205
superscaffold11.220	0.999844940600005	0.999904602891165
superscaffold11.219	1.00003940512757	1.00045774244208
superscaffold11.218	1.0083151209542	1.02968934930587
superscaffold11.217	1.00026414229642	1.00143272657399
superscaffold11.216	1.00722794252165	1.02598877084658
superscaffold11.215	1.00209294638555	1.00669000758147
superscaffold11.214	1.00063769482289	1.00283507141869
superscaffold11.213	1.00040113761542	1.00089012875626
superscaffold11.212	1.00060079759809	1.00243314142771
superscaffold11.211	1.00180845395615	1.00707467671261
superscaffold11.210	1.00005294956331	1.00062622621783
superscaffold11.209	1.00016653141917	1.00053736074068
superscaffold11.208	1.00019304784754	1.00123289910553
superscaffold11.207	1.00064034901992	1.00272879497985
superscaffold11.206	1.0002790568764	1.00125622226443
superscaffold11.205	1.00035204313354	1.00171435197893
superscaffold11.204	1.00151852559716	1.00405320651626
superscaffold11.203	1.00060033365588	1.0027276352682
superscaffold11.202	1.00066847743289	1.00150495358718
superscaffold11.201	1.00328971569437	1.01170818431088
superscaffold11.200	1.00099009295526	1.00304137687044
superscaffold11.199	1.00478910805083	1.01560604122033
superscaffold11.198	1.00020145806262	1.00100048247213
superscaffold11.197	1.00177762507565	1.00544922876621
superscaffold11.196	1.00036575345422	1.0006333154596
superscaffold11.195	1.0000037639277	1.00038305898074
superscaffold11.194	0.999915905487061	1.00003803062656
superscaffold11.193	0.999994308855466	1.00038666729753
superscaffold11.192	1.00018390691691	1.0009267534336
superscaffold11.191	1.00040927416305	1.00158401848966
superscaffold11.190	1.00093610724806	1.0036773157607
superscaffold11.189	1.00113509546605	1.00470845583867
superscaffold11.188	1.00011505242204	1.00043909111559
superscaffold11.187	1.00016111521473	1.00046908465443
superscaffold11.186	1.00113575050727	1.00467561671949
superscaffold11.185	1.00006716231038	1.00051575250957
superscaffold11.184	1.00076257588627	1.00255993653055
superscaffold11.183	1.00029469052631	1.00106748655057
superscaffold11.182	1.00053993683253	1.0022726111303
superscaffold11.181	1.00031428510174	1.00060388818408
superscaffold11.180	0.99996725450299	1.000251043506
superscaffold11.179	1.00113088402376	1.00429965913719
superscaffold11.178	1.00037705900806	1.00187014100746
superscaffold11.177	0.999942607696125	1.00008013491908
superscaffold11.176	1.00078236175812	1.00324348403552
superscaffold11.175	1.00067648382748	1.00238091502143
superscaffold11.174	1.00039802919588	1.00073459398725
superscaffold11.173	1.00075908042705	1.00313378280339
superscaffold11.172	1.00036370444205	1.0016288675488
superscaffold11.171	1.00087287207254	1.00371508939135
superscaffold11.170	1.00349817577051	1.01268679784587
superscaffold11.169	1.00171948570839	1.00676775189397
superscaffold11.168	0.999998949575784	1.00042471561764
superscaffold11.167	1.00012188396727	1.00053393476133
superscaffold11.166	1.00011411077339	1.00079606435027
superscaffold11.165	1.00072439147527	1.00152849761012
superscaffold11.164	1.0001511318056	1.00075368486956
superscaffold11.163	1.00028389744663	1.00114898925142
superscaffold11.162	0.999955130391868	1.00037241516888
superscaffold11.161	1.00142581847099	1.00324059151287
superscaffold11.160	1.00036560719874	1.00147337720969
superscaffold11.159	0.999907477551182	1.00018398807785
superscaffold11.158	1.00087414599156	1.00208224192068
superscaffold11.157	1.00066745439641	1.00283813313648
superscaffold11.156	1.00369832411874	1.01401515998442
superscaffold11.155	1.00332368415644	1.01213935105613
superscaffold11.154	1.00171681256716	1.00655587546404
superscaffold11.153	1.00166049006497	1.00302280208143
superscaffold11.152	1.00105239683991	1.00373936613549
superscaffold11.151	1.00513225870118	1.01826912150586
superscaffold11.150	1.03837887112088	1.12454770638626
superscaffold11.149	1.00305143079029	1.01137163278377
superscaffold11.148	1.00037622841657	1.00182498516478
superscaffold11.147	1.0001808078168	1.00100847614825
superscaffold11.146	0.999907602150294	1.00000352617171
superscaffold11.145	1.00005098921552	1.00043546419439
superscaffold11.144	1.00004079456346	1.0003823176287
superscaffold11.143	1.00033740031377	1.00151032779866
superscaffold11.142	1.00047557122083	1.00216492706933
superscaffold11.141	1.00664860302835	1.01855559586122
superscaffold11.140	1.00137748088727	1.00389405505935
superscaffold11.139	1.00103851305801	1.00431983266122
superscaffold11.138	1.0005803277985	1.00236501172659
superscaffold11.137	1.00040189823583	1.00081306255017
superscaffold11.136	1.00228191626323	1.00737278420003
superscaffold11.135	1.00169965201427	1.0065065370475
superscaffold11.134	1.00524377742034	1.01897581765434
superscaffold11.133	1.00034908428756	1.0014948619297
superscaffold11.132	1.01846224458232	1.06046688640831
superscaffold11.131	1.00090853400766	1.00388012584002
superscaffold11.130	1.01255178406286	1.04336893240364
superscaffold11.129	1.00128250644569	1.00466640275057
superscaffold11.128	1.00029678417939	1.00159099068508
superscaffold11.127	1.00058503264973	1.00258089244898
superscaffold11.126	1.00012894584656	1.00103414079235
superscaffold11.125	1.00544947656898	1.01909884006353
superscaffold11.124	1.00583978611725	1.01527120937865
superscaffold11.123	1.00367971347671	1.01078127490375
superscaffold11.122	1.00010320429519	1.00032513255268
superscaffold11.121	1.00424458382455	1.01441181112133
superscaffold11.120	1.00226359401267	1.00751404325047
superscaffold11.119	1.00688121288972	1.02386624327251
superscaffold11.118	1.00145492829903	1.00546021211932
superscaffold11.117	1.00006807140213	1.00057814463601
superscaffold11.116	1.00053321717338	1.00233489092657
superscaffold11.115	1.00189787622294	1.00657234186199
superscaffold11.114	1.00982391321363	1.03522941010223
superscaffold11.113	1.00090312710735	1.00256729438488
superscaffold11.112	1.03722368215476	1.1265839954369
superscaffold11.111	1.00012702546292	1.00076414260456
superscaffold11.110	1.00284058968983	1.00926338797605
superscaffold11.109	1.0005557883345	1.00229206596443
superscaffold11.108	1.00269153940356	1.009011985058
superscaffold11.107	1.00899277963098	1.02854024834664
superscaffold11.106	1.01116896012825	1.03902814425957
superscaffold11.105	1.10675722618184	1.32815551322133
superscaffold11.104	1.00438506203155	1.01625175700346
superscaffold11.103	1.0007842204506	1.00332680604902
superscaffold11.102	1.0002022022403	1.00046202745562
superscaffold11.101	1.01389333595127	1.04798877082728
superscaffold11.100	1.00282378510815	1.01078743995718
superscaffold11.99	1.00025692328042	1.00099045962668
superscaffold11.98	1.00196699631942	1.00712067058867
superscaffold11.97	1.00128978331805	1.00505909051239
superscaffold11.96	1.00027376336163	1.00139293663622
superscaffold11.95	1.00022095393826	1.00066745622921
superscaffold11.94	1.00041891395584	1.00160903256049
superscaffold11.93	1.00127556878829	1.00503735884216
superscaffold11.92	1.0005055231952	1.00237351878565
superscaffold11.91	1.00011279146958	1.00091044065063
superscaffold11.90	1.00120841365047	1.00479184580414
superscaffold11.89	1.00014735080012	1.00102750623155
superscaffold11.88	1.00245357978014	1.00629214193792
superscaffold11.87	1.00118862745916	1.00468100132373
superscaffold11.86	1.00237773250376	1.00901291295521
superscaffold11.85	1.0426308036278	1.14397697376005
superscaffold11.84	1.00275954854013	1.00853088113918
superscaffold11.83	1.00163096476956	1.00565990868536
superscaffold11.82	1.01118675532512	1.03988718880191
superscaffold11.81	1.00047571167168	1.00145319990334
superscaffold11.80	1.00222290401967	1.00747775414236
superscaffold11.79	1.00202957998338	1.00559213685245
superscaffold11.78	1.01658890095013	1.05651692016141
superscaffold11.77	1.00702571982383	1.02454187314652
superscaffold11.76	1.00140640245918	1.002304798125
superscaffold11.75	1.00313066452224	1.01136159028327
superscaffold11.74	1.00027984681154	1.00096851111804
superscaffold11.73	1.00257396625224	1.00954086501692
superscaffold11.72	1.00025399955841	1.00068293094923
superscaffold11.71	1.00060320169329	1.00271226614928
superscaffold11.70	1.00008140863571	1.00024476277228
superscaffold11.69	1.00209435899047	1.00474403992744
superscaffold11.68	1.00063017889205	1.00238954213641
superscaffold11.67	1.01191317815482	1.03317621546109
superscaffold11.66	1.00643058807025	1.02335686871038
superscaffold11.65	1.00142953294191	1.00462802773014
superscaffold11.64	1.00442830431848	1.01584453183382
superscaffold11.63	1.00265543043377	1.00917253003756
superscaffold11.62	1.0002387401351	1.00139621592096
superscaffold11.61	1.00016249904677	1.00026593252481
superscaffold11.60	1.01227911883301	1.04418954718731
superscaffold11.59	1.00070675547601	1.00313472786978
superscaffold11.58	1.00304108978816	1.01158618614759
superscaffold11.57	1.00180197225854	1.00658941851179
superscaffold11.56	1.00286844927916	1.00908885386192
superscaffold11.55	1.05454472060795	1.17837369741683
superscaffold11.54	1.00016880161252	1.00113000470375
superscaffold11.53	1.00470834938703	1.01658409652889
superscaffold11.52	1.00042982728497	1.00044322362277
superscaffold11.51	1.01338683687418	1.04819141495739
superscaffold11.50	1.00401341040584	1.01427956690234
superscaffold11.49	1.00191770875455	1.00748603068211
superscaffold11.48	1.00108237464125	1.00418908522574
superscaffold11.47	1.20915189187873	1.58505470369996
superscaffold11.46	1.10769936142053	1.32767206797571
superscaffold11.45	1.00006173313016	1.00069596354551
