scaffold	point_estimate	UPPER_CI
superscaffold8.227	1.00019778619456	1.00047946834637
superscaffold8.226	1.00522308165891	1.0135010718434
superscaffold8.225	1.00376977952676	1.01409286058997
superscaffold8.224	1.00525685272553	1.01638170316095
superscaffold8.223	1.00309713655578	1.00713422851472
superscaffold8.222	0.999902878064104	1.00007541395891
superscaffold8.221	1.00244449069937	1.0081269111868
superscaffold8.220	1.00115901754723	1.00449006163524
superscaffold8.219	1.00569033121564	1.02056273362067
superscaffold8.218	1.00531030228498	1.01921893207503
superscaffold8.217	1.00286260901081	1.00580518512704
superscaffold8.216	1.00036596617301	1.00155032127226
superscaffold8.215	1.02118805853242	1.0734178238821
superscaffold8.214	1.00729380240073	1.02378233034334
superscaffold8.213	1.00021960823006	1.00103151037149
superscaffold8.212	1.00186013111007	1.00545084555269
superscaffold8.211	1.00165665564947	1.0058289559854
superscaffold8.210	1.00544916691387	1.01998350037799
superscaffold8.209	1.00392330565153	1.01046286969527
superscaffold8.208	1.00016164553551	1.00075484085578
superscaffold8.207	1.0006889038068	1.00131207672082
superscaffold8.206	1.02739585275157	1.08555116868743
superscaffold8.205	1.0168943915219	1.05543496685616
superscaffold8.204	1.00397279262068	1.01268406681517
superscaffold8.203	1.00431509818527	1.016270912191
superscaffold8.202	1.00466380873606	1.01733794726994
superscaffold8.201	1.00334825152886	1.01275857330952
superscaffold8.200	1.00018014709347	1.00091601542326
superscaffold8.199	1.05472051474306	1.17295694174039
superscaffold8.198	1.03239942052048	1.11024930816241
superscaffold8.197	1.01664978381418	1.05795991944138
superscaffold8.196	1.00119238691375	1.00406118853762
superscaffold8.195	1.00313445548752	1.011391495122
superscaffold8.194	1.01182419065126	1.03766243487984
superscaffold8.193	1.00115650095417	1.00444316326496
superscaffold8.192	1.00018224546067	1.00089049930573
superscaffold8.191	1.00063299482626	1.00252651543379
superscaffold8.190	1.00229216797812	1.00810590381662
superscaffold8.189	1.30140791855172	1.83173673230339
superscaffold8.188	1.00300921526073	1.01120062559427
superscaffold8.187	1.01174795370299	1.03637037810806
superscaffold8.186	1.00296882489424	1.01121345712438
superscaffold8.185	1.00196031065949	1.00689675473541
superscaffold8.184	1.099624806312	1.29419317038437
superscaffold8.183	1.00803880645424	1.02483796554929
superscaffold8.182	1.00041867177541	1.00180448840625
superscaffold8.181	1.00019582923952	1.00096404215637
superscaffold8.180	1.00718500099369	1.02297614305411
superscaffold8.179	1.00880903693297	1.03108073816335
superscaffold8.178	1.00249012506857	1.00502564204474
superscaffold8.177	1.00038840058491	1.00076391245869
superscaffold8.176	1.01103894464762	1.03386343332212
superscaffold8.175	1.00739194765614	1.02561412925712
superscaffold8.174	1.00297157267729	1.00588140937884
superscaffold8.173	1.00225063101344	1.00383149212428
superscaffold8.172	1.00280979834417	1.01029149989175
superscaffold8.171	1.00178696728104	1.00530743918513
superscaffold8.170	1.00974296872847	1.03392160319869
superscaffold8.169	0.999897863551474	1.00003015150099
superscaffold8.168	1.00017751368123	1.00091264394345
superscaffold8.167	1.00097502596427	1.00312093945813
superscaffold8.166	1.00019476541676	1.00109066653554
superscaffold8.165	1.01636091387997	1.05275643656228
superscaffold8.164	1.00041683451284	1.00180321322613
superscaffold8.163	1.00129908008653	1.00217997987898
superscaffold8.162	1.00386875091368	1.00719838006564
superscaffold8.161	1.140311826512	1.40165715092949
superscaffold8.160	1.00441485348954	1.01421275924258
superscaffold8.159	1.00005084527771	1.00020218642416
superscaffold8.158	1.00273563926479	1.00972457051295
superscaffold8.157	1.00048251710761	1.00131135336889
superscaffold8.156	1.0027601942602	1.01040128753699
superscaffold8.155	1.04184026616677	1.14079064511521
superscaffold8.154	1.0025061804904	1.00872496279128
superscaffold8.153	1.00005580371775	1.00009315247205
superscaffold8.152	1.00305580755936	1.00913618290302
superscaffold8.151	1.03847300171819	1.11963326590246
superscaffold8.150	1.00250063769713	1.00899389144776
superscaffold8.149	1.02449912076715	1.08536840000563
superscaffold8.148	1.00294562616379	1.00867535517356
superscaffold8.147	1.01336294546886	1.04643707483245
superscaffold8.146	1.00612098626749	1.02121722803786
superscaffold8.145	1.00049738569212	1.00226169832851
superscaffold8.144	1.00222508374365	1.00848779633847
superscaffold8.143	1.00011897551965	1.00085564693781
superscaffold8.142	1.00157016569622	1.00617896345232
superscaffold8.141	1.0002166817265	1.00127927045382
superscaffold8.140	1.00231311471903	1.00771291347993
superscaffold8.139	1.00117478862746	1.00232353342153
superscaffold8.138	1.00077688650311	1.00336183488527
superscaffold8.137	1.00375708323309	1.01272201326233
superscaffold8.136	1.00544100429221	1.0188283673269
superscaffold8.135	1.00353725155428	1.01228081086659
superscaffold8.134	1.00601338710938	1.02127258059504
superscaffold8.133	1.00025834554925	1.00133214099969
superscaffold8.132	1.00075292043102	1.00159084236962
superscaffold8.131	1.00028389184107	1.00039464089741
superscaffold8.130	1.00413205307624	1.01086912800494
superscaffold8.129	1.00057989718312	1.00233743477383
superscaffold8.128	1.00123884165417	1.00417436760198
superscaffold8.127	1.00323490935566	1.01168261737841
superscaffold8.126	1.00024317009654	1.00134002127333
superscaffold8.125	1.00060480238983	1.00189984313443
superscaffold8.124	1.0041564579422	1.01474950423738
superscaffold8.123	1.00143840379418	1.0044538296523
superscaffold8.122	1.00003821411227	1.00040349199721
superscaffold8.121	1.00861789178591	1.02812792607871
superscaffold8.120	1.00115816325251	1.00425952948603
superscaffold8.119	1.00205794963925	1.00783754164992
superscaffold8.118	1.00073991506523	1.00224386357447
superscaffold8.117	1.00269218225197	1.00987609111669
superscaffold8.116	1.00598634162791	1.02207353808414
superscaffold8.115	1.00218380704755	1.00525768634361
superscaffold8.114	1.00090662622896	1.00118449733626
superscaffold8.113	1.00114906188019	1.00308320709329
superscaffold8.112	1.00766968998484	1.02737484949762
superscaffold8.111	1.00059994442264	1.0016098171862
superscaffold8.110	1.00018381827656	1.00091513329843
superscaffold8.109	1.00042831319321	1.00209529072723
superscaffold8.108	1.00130166067503	1.00331997079408
superscaffold8.107	1.00013617161547	1.00099172076415
superscaffold8.106	1.00771332982413	1.02107009943651
superscaffold8.105	1.00232043317585	1.00820238372388
superscaffold8.104	1.00023347728318	1.00075761555987
superscaffold8.103	1.00256255341708	1.00942026442842
superscaffold8.102	1.00771451812704	1.02280598104291
superscaffold8.101	1.06931287786688	1.21102576854903
superscaffold8.100	1.03027349821245	1.0888986269282
superscaffold8.99	1.01382767932455	1.04718515274492
superscaffold8.98	1.00737411398946	1.02465476360168
superscaffold8.97	1.00265326265914	1.00954867915544
superscaffold8.96	1.00153516293623	1.00440232138768
superscaffold8.95	1.00257101843836	1.0089175605545
superscaffold8.94	1.00677857058874	1.02458275418761
superscaffold8.93	0.999858758277821	0.999866770893179
superscaffold8.92	1.00035638503346	1.00154094060491
superscaffold8.91	1.28817288733498	1.78099942830682
superscaffold8.90	1.00344344991355	1.0118820912159
superscaffold8.89	1.00246657466777	1.00869858636789
superscaffold8.88	1.00204203708393	1.00739958600504
superscaffold8.87	1.0014626498109	1.00583177082861
superscaffold8.86	1.00712980357755	1.02513213043893
superscaffold8.85	1.00184071530024	1.00718808043899
superscaffold8.84	1.00319299520096	1.01175540966072
superscaffold8.83	1.0013411904463	1.00498409336762
superscaffold8.82	1.00042993163294	1.00046398624902
superscaffold8.81	1.00164503897435	1.00507508007902
superscaffold8.80	1.00112925482916	1.00288626375182
superscaffold8.79	1.00287593523217	1.01048144271697
superscaffold8.78	1.00046719455515	1.00199885601049
superscaffold8.77	1.0003115322822	1.00135000699137
superscaffold8.76	1.00083601474859	1.00359467888329
superscaffold8.75	1.00049077347364	1.00122664702124
superscaffold8.74	1.00086670173004	1.00310204887125
superscaffold8.73	1.00324787472116	1.01128029130152
superscaffold8.72	0.999945869878173	1.00021318469222
superscaffold8.71	1.00100024738134	1.00337854022203
superscaffold8.70	1.00330965227491	1.01261001036228
superscaffold8.69	1.00148961021614	1.00564708540779
superscaffold8.68	0.999799815336839	0.999807635690359
superscaffold8.67	1.00229434816631	1.00793792472224
superscaffold8.66	1.00176631947081	1.00558934086221
superscaffold8.65	1.00087523477843	1.00256996372203
superscaffold8.64	0.999880087912313	1.00008307585685
superscaffold8.63	0.999969537805433	1.00028778613459
superscaffold8.62	1.00422702597632	1.01546714304792
superscaffold8.61	1.00183729180517	1.0061645425777
superscaffold8.60	1.00121801037802	1.00402170643175
superscaffold8.59	1.00402471780546	1.01448123496971
superscaffold8.58	1.002333280416	1.00838265518865
superscaffold8.57	1.00402404483311	1.00497446413123
superscaffold8.56	1.00017922700326	1.00098378292257
superscaffold8.55	1.00176069637106	1.00499800551337
superscaffold8.54	1.03908337845509	1.12080301549801
superscaffold8.53	1.00006907530282	1.00074559083726
superscaffold8.52	0.999809512032115	0.999837685494337
superscaffold8.51	1.00165547308568	1.00662399988675
superscaffold8.50	1.01105336788615	1.03958931949782
