scaffold	mean	SD	2.5	25	50	75	97.5	ESS
superscaffold8.227.1	9.7325	1.01545978487731	8	9	10	10	12	4800.00000000001
superscaffold8.226.1	40.2377083333333	2.70782458448533	35	38	40	42	46	1233.82226207216
superscaffold8.225.1	39.145	3.10049367913988	33	37	39	41	45	586.731793648309
superscaffold8.224.1	40.6625	3.62860213998593	34	38	41	43	48	268.28767977032
superscaffold8.223.1	38.2375	3.02325673189205	32	36	38	40	44	966.000846617447
superscaffold8.222.1	35.9402083333333	3.49070267510809	29	34	36	38	43	1582.14723506779
superscaffold8.221.1	38.2054166666667	3.26318184198084	32	36	38	40	45	1461.44424892509
superscaffold8.220.1	40.3564583333333	2.96886320627681	35	38	40	42	46	1504.14140841153
superscaffold8.219.1	42.70625	2.4147827574721	39	41	43	44	48	1505.31365541463
superscaffold8.218.1	47.2095833333333	2.70448984067717	42	45	47	49	52	354.220105706356
superscaffold8.217.1	51.3172916666667	3.39537962391717	45	49	51	54	58	393.24655574177
superscaffold8.216.1	40.016875	2.71711457848796	35	38	40	42	46	2350.72663192167
superscaffold8.215.1	49.1591666666667	2.78089201917482	44	47	49	51	55	682.170059465823
superscaffold8.214.1	27.70625	2.47932952861048	23.975	26	28	29	33	796.486215129356
superscaffold8.213.1	50.3508333333333	2.13540377797549	47	49	50	52	55	1859.73340366884
superscaffold8.212.1	46.846875	2.63562926019722	42	45	47	48	52	623.338395739006
superscaffold8.211.1	39.4714583333333	2.87953922593747	34	37	39	41	45	895.116696794078
superscaffold8.210.1	34.9064583333333	3.01731475473902	29	33	35	37	41	728.624959158302
superscaffold8.209.1	35.5889583333333	2.50251029590988	31	34	35	37	41	1345.50009492879
superscaffold8.208.1	38.2589583333333	2.75766807907594	33	36	38	40	44	3035.02054934051
superscaffold8.207.1	38.791875	2.79973665615565	34	37	39	40	45	1172.11564448026
superscaffold8.206.1	36.5704166666667	3.63832140065079	29	34	37	39	44	274.109279208967
superscaffold8.205.1	38.3308333333333	3.09839463526351	32	36	38	40	45	1173.16517066039
superscaffold8.204.1	40.0266666666667	3.46724579878419	33	38	40	42	47	772.448606679021
superscaffold8.203.1	37.235625	3.32207089905461	31	35	37	40	44	949.169786250601
superscaffold8.202.1	37.4795833333333	3.15151852405029	32	35	37	40	44	1319.14109407699
superscaffold8.201.1	39.4552083333333	3.28890770575771	33	37	39	42	46	511.146990148453
superscaffold8.200.1	36.1179166666667	2.92196413112005	31	34	36	38	42	1344.29415230933
superscaffold8.199.1	38.42375	2.98674199336749	33	36	38	40	44	510.850419071207
superscaffold8.198.1	47.960625	2.76997408537192	43	46	48	50	53	496.026932100145
superscaffold8.197.1	44.7233333333333	2.83536542191296	39	43	45	47	50	75.5344579335253
superscaffold8.196.1	46.2922916666667	3.41444765068311	40	44	46	48	53	1104.45864943897
superscaffold8.195.1	48.885625	3.05483019551699	43	47	49	51	55	1383.70333082558
superscaffold8.194.1	48.0785416666667	2.92303830031683	43	46	48	50	54	1076.86193951287
superscaffold8.193.1	40.46875	3.21064702572822	34	38	40	43	47	997.87776497985
superscaffold8.192.1	43.3695833333333	2.94126567889505	38	41	43	45	49	1432.40966052357
