Scaffold	Locus_start	Locus_end	Mean_rho	Median	L95	U95
superscaffold26	1306	190500	 199.28876	 199.15247	 189.58553	 210.24434
superscaffold26	149449	354022	 179.62517	 179.57375	 171.73955	 187.91144
superscaffold26	309765	491202	 150.80328	 150.67725	 143.83408	 158.19994
superscaffold26	459337	590653	 327.84933	 327.77231	 310.17115	 347.23442
superscaffold26	566018	714296	 280.74965	 280.41994	 264.66726	 298.64930
superscaffold26	683158	865588	 308.04723	 307.41973	 284.02678	 336.06577
superscaffold26	836603	951251	 343.26295	 342.72805	 319.71163	 370.31891
superscaffold26	931740	1054577	 270.47033	 270.33019	 257.22083	 284.06867
superscaffold26	1029606	1152642	 327.15972	 327.12772	 309.47868	 345.56565
superscaffold26	1122722	1229984	 347.52515	 347.37645	 328.94295	 366.94698
superscaffold26	1211304	1327278	 312.49023	 312.30371	 295.70787	 330.43134
superscaffold26	1308055	1434133	 319.06529	 318.88523	 298.93300	 340.52394
superscaffold26	1404667	1545811	 409.96845	 409.73945	 386.62078	 434.91458
superscaffold26	1520800	1665884	 611.93838	 611.50846	 567.26190	 659.16707
superscaffold26	1633132	1765168	 355.45925	 355.44451	 334.08634	 377.67073
superscaffold26	1738912	1834388	 272.54225	 272.47162	 256.94239	 289.00121
superscaffold26	1825133	1958528	 224.29418	 224.19803	 214.70378	 234.19483
superscaffold26	1931003	2046607	 265.06154	 264.89391	 253.86415	 277.01495
superscaffold26	2019659	2141499	 300.96635	 300.98007	 287.53806	 315.76508
superscaffold26	2124882	2233650	 504.01464	 503.75434	 471.59513	 538.48625
superscaffold26	2210848	2324017	 493.99366	 493.35357	 457.24961	 531.60517
superscaffold26	2302112	2401672	 425.99729	 425.60829	 402.10688	 451.12020
superscaffold26	2382110	2475608	 311.88331	 311.47036	 294.53023	 331.61320
superscaffold26	2457282	2559113	 201.66822	 201.57579	 191.08129	 212.86389
superscaffold26	2540507	2632486	 263.30662	 262.99915	 250.20683	 277.62928
superscaffold26	2607424	2731269	 257.87049	 257.67628	 243.94215	 272.85691
superscaffold26	2706981	2844072	 167.10568	 166.92335	 159.61973	 175.48263
superscaffold26	2818201	2931709	 178.31411	 178.15506	 169.94567	 187.25311
superscaffold26	2911943	3016206	 310.19083	 309.78786	 283.10171	 341.11261
superscaffold26	2990442	3148132	 395.89400	 395.16983	 368.59937	 427.07129
superscaffold26	3125760	3232213	 273.77154	 273.58860	 257.49861	 290.62492
superscaffold26	3213342	3331822	 313.91679	 313.85890	 297.52142	 330.60062
superscaffold26	3308746	3413893	 366.83214	 366.46976	 348.09455	 387.17263
superscaffold26	3392334	3522206	 292.59336	 292.45781	 276.90483	 309.25296
superscaffold26	3495450	3616916	 297.96423	 297.92069	 282.67241	 314.24743
