Scaffold	Start	End	midpont	pi	theta	Td	win_length	pi_resamp_mean	pi_resampl_CI_low	pi_resamp_CI_up
superscaffold54	0	200000	100000.0	200.24400000000068	187.72516147258753	0.2790273172786505	184246	200.188346	194.0095925	206.6316325
superscaffold54	200000	400000	300000.0	324.294000000001	279.8965245379571	0.6644112468041949	184353	324.732591	316.3961525	334.86721
superscaffold54	400000	600000	500000.0	331.67430000000087	298.7817885299441	0.46118994496283466	193006	331.822068	323.1158675	340.570315
superscaffold54	600000	800000	700000.0	306.09830000000176	278.20530686703285	0.41995240915043697	188900	305.614469	296.4002075	313.7791025
superscaffold54	800000	1000000	900000.0	329.3720000000018	314.5664867919034	0.19719372684918338	192872	329.444944	319.2943925	337.143395
superscaffold54	1000000	1200000	1100000.0	256.0201000000018	235.36112587028614	0.3675095028005354	192014	255.768852	248.04113	262.576065
superscaffold54	1200000	1400000	1300000.0	283.7473000000012	259.03817326322513	0.39947767562472564	192167	283.455716	276.278295	291.86596
superscaffold54	1400000	1600000	1500000.0	315.3951000000013	286.9432648334746	0.41534983331741043	189559	315.557214	305.613975	324.79758
superscaffold54	1600000	1800000	1700000.0	272.77840000000197	254.5282594740939	0.3002691478005956	188645	273.039856	265.26098	280.692545
superscaffold54	1800000	2000000	1900000.0	329.18360000000143	315.4120956273655	0.1829310442261974	193244	328.577767	320.309385	335.5703875
superscaffold54	2000000	2200000	2100000.0	360.2839000000013	330.9149242775041	0.37187481686958607	191130	359.957132	351.02168	369.2603075
superscaffold54	2200000	2400000	2300000.0	302.6982000000016	275.38661074882583	0.4153982179567277	193915	302.258472	295.0901125	310.1496925
superscaffold54	2400000	2600000	2500000.0	387.91140000000183	344.72653525671853	0.5249449272722115	187519	388.124768	378.38842	397.033315
superscaffold54	2600000	2800000	2700000.0	368.1803000000013	340.7803606912287	0.3369169803452208	191664	369.307362	361.4073475	381.4493075
superscaffold54	2800000	3000000	2900000.0	468.31689999999975	435.77041987480527	0.3130879025609554	191706	468.408714	458.3773725	478.2056275
superscaffold54	3000000	3200000	3100000.0	352.98220000000094	339.0891430203045	0.1716832207130629	189923	352.550374	343.3277775	363.027855
superscaffold54	3200000	3400000	3300000.0	406.71980000000127	423.0862873428737	-0.16215413004046772	188685	407.013906	396.73723	416.9792375
superscaffold54	3400000	3600000	3500000.0	396.27010000000087	375.73219255699576	0.22908628555929017	190507	395.895165	384.954355	406.4867125
superscaffold54	3600000	3800000	3700000.0	326.60620000000137	293.70813551717146	0.46921916642969297	188999	325.799001	317.16026	335.3355575
superscaffold54	3800000	4000000	3900000.0	299.270400000002	309.21096416731007	-0.13468629974591656	186092	299.266535	291.7291375	308.918905
superscaffold54	4000000	4200000	4100000.0	349.59360000000066	317.3851829101104	0.425179588828196	188408	349.569799	339.9115775	362.43608
superscaffold54	4200000	4400000	4300000.0	376.8651000000019	365.8667561432712	0.1259813728045715	189436	376.806532	364.80335	385.9741025
superscaffold54	4400000	4600000	4500000.0	415.13790000000193	402.22793606814173	0.13453066502843072	193423	415.554302	405.7170075	426.228205
superscaffold54	4600000	4800000	4700000.0	357.6743000000018	352.9007539995189	0.05668439263278686	194476	357.81591	346.2072925	367.19402
superscaffold54	4800000	5000000	4900000.0	201.88670000000133	193.92629293264295	0.17177084322356745	190311	202.105707	196.8728225	209.2189525
superscaffold54	5000000	5200000	5100000.0	390.7432000000009	352.3370147758775	0.4567900692508633	186641	390.452105	379.04286	401.49073
superscaffold54	5200000	5400000	5300000.0	340.6929000000012	324.9956624292694	0.2023742186435448	191856	340.005705	330.36156	348.1511125
superscaffold54	5400000	5600000	5500000.0	238.866700000002	229.44186402205142	0.171975370796573	192572	238.519933	231.1138	245.3405725
superscaffold54	5600000	5800000	5700000.0	244.63200000000208	230.85121208115493	0.24992756136258237	186242	244.363178	236.9142525	252.84668
