Scaffold	Locus_start	Locus_end	Mean_rho	Median	L95	U95
superscaffold93	4801	4820	0.13934	0.11237	0.02806	0.36690
superscaffold93	4820	4832	0.13534	0.11218	0.02765	0.30839
superscaffold93	4832	4839	0.12962	0.11214	0.02806	0.25868
superscaffold93	4839	4846	0.12352	0.11208	0.02806	0.20007
superscaffold93	4846	4870	0.11916	0.11198	0.02820	0.17358
superscaffold93	4870	4905	0.11678	0.11189	0.02806	0.16665
superscaffold93	4905	4915	0.11588	0.11183	0.02821	0.16330
superscaffold93	4915	4947	0.11423	0.11175	0.02821	0.16156
superscaffold93	4947	4963	0.11292	0.11175	0.02821	0.15940
superscaffold93	4963	5034	0.11252	0.11174	0.02826	0.15873
superscaffold93	5034	5068	0.11161	0.11169	0.02866	0.15756
superscaffold93	5068	5271	0.11117	0.11169	0.02866	0.15651
superscaffold93	5271	5314	0.11060	0.11160	0.02866	0.15474
superscaffold93	5314	5731	0.11056	0.11160	0.02826	0.15425
superscaffold93	5731	5801	0.11056	0.11160	0.02826	0.15425
superscaffold93	5801	5850	0.11070	0.11165	0.02881	0.15457
superscaffold93	5850	6179	0.11066	0.11165	0.02881	0.15422
superscaffold93	6179	6746	0.11085	0.11171	0.02907	0.15457
superscaffold93	6746	7126	0.11080	0.11174	0.02968	0.15405
superscaffold93	7126	7297	0.11091	0.11175	0.03005	0.15405
superscaffold93	7297	7328	0.11092	0.11179	0.03009	0.15381
superscaffold93	7328	7510	0.11104	0.11185	0.03025	0.15380
superscaffold93	7510	7711	0.11114	0.11189	0.03025	0.15381
superscaffold93	7711	7743	0.11118	0.11190	0.03060	0.15380
superscaffold93	7743	7829	0.11136	0.11198	0.03210	0.15380
superscaffold93	7829	7899	0.11158	0.11203	0.03327	0.15422
superscaffold93	7899	8013	0.11199	0.11212	0.03782	0.15457
superscaffold93	8013	8015	0.11196	0.11216	0.03845	0.15460
superscaffold93	8015	8365	0.11202	0.11216	0.03873	0.15474
superscaffold93	8365	8763	0.11228	0.11229	0.04379	0.15487
superscaffold93	8763	8952	0.11283	0.11255	0.05467	0.15581
superscaffold93	8952	10331	0.11325	0.11263	0.06382	0.15651
superscaffold93	10331	10587	0.11351	0.11268	0.06586	0.15742
superscaffold93	10587	10873	0.11412	0.11279	0.07404	0.15842
superscaffold93	10873	10893	0.11471	0.11289	0.07711	0.16109
superscaffold93	10893	10914	0.11515	0.11303	0.07903	0.16273
superscaffold93	10914	11131	0.11644	0.11322	0.08205	0.16557
superscaffold93	11131	11138	0.11711	0.11336	0.08286	0.16813
superscaffold93	11138	11266	0.11837	0.11349	0.08508	0.17339
superscaffold93	11266	14805	0.11784	0.11354	0.08522	0.17677
superscaffold93	14805	15079	0.13253	0.11422	0.08734	0.49008
superscaffold93	15079	15364	0.16689	0.11554	0.08783	0.71330
superscaffold93	15364	15924	0.28142	0.12226	0.08865	0.85648
superscaffold93	15924	16749	1.01627	1.06649	0.56051	1.43535
superscaffold93	16749	16785	0.68406	0.81676	0.00217	1.36244
superscaffold93	16785	16812	0.36444	0.03572	0.00114	1.25800
superscaffold93	16812	17291	0.04914	0.01765	0.00068	0.55979
superscaffold93	17291	17382	0.03173	0.01713	0.00067	0.10223
superscaffold93	17382	18562	0.02319	0.01669	0.00066	0.08090
superscaffold93	18562	19441	0.02303	0.01667	0.00066	0.08001
superscaffold93	19441	19552	0.02304	0.01667	0.00066	0.08015
superscaffold93	19552	20279	0.02303	0.01667	0.00066	0.08015
superscaffold93	20279	20489	0.02308	0.01669	0.00066	0.08039
superscaffold93	20489	20546	0.02314	0.01672	0.00066	0.08090
superscaffold93	20546	20607	0.02316	0.01673	0.00066	0.08090
superscaffold93	20607	20820	0.02312	0.01673	0.00066	0.08039
superscaffold93	20820	21101	0.02315	0.01673	0.00066	0.08039
superscaffold93	21101	21149	0.02327	0.01677	0.00066	0.08124
superscaffold93	21149	21249	0.02331	0.01681	0.00066	0.08134
superscaffold93	21249	21329	0.02349	0.01683	0.00066	0.08193
superscaffold93	21329	21565	0.02365	0.01686	0.00067	0.08253
superscaffold93	21565	22302	0.02391	0.01689	0.00067	0.08278
superscaffold93	22302	22329	0.02590	0.01702	0.00068	0.08810
superscaffold93	22329	22450	0.02755	0.01711	0.00068	0.09450
superscaffold93	22450	22801	0.03039	0.01719	0.00069	0.10223
superscaffold93	22801	22911	0.03418	0.01727	0.00070	0.11069
superscaffold93	22911	23024	0.04112	0.01760	0.00072	0.20613
superscaffold93	23024	23027	0.04883	0.01781	0.00072	0.36575
superscaffold93	23027	23188	0.05515	0.01805	0.00072	0.52406
superscaffold93	23188	23840	0.06382	0.01835	0.00073	0.68770
superscaffold93	23840	23872	0.78066	0.02719	0.00103	4.58205
superscaffold93	23872	23873	1.58859	0.06209	0.00135	5.05368
superscaffold93	23873	23972	2.43909	3.02539	0.00243	5.31899
superscaffold93	23972	24056	3.39117	3.76281	0.00792	5.97865
superscaffold93	24056	24147	3.67293	3.87996	0.01913	6.14014
superscaffold93	24147	24296	3.90487	3.97533	1.04309	6.38755
superscaffold93	24296	24471	4.01257	4.00407	1.59154	6.62711
superscaffold93	24471	24575	3.37524	3.73932	0.00287	6.24475
superscaffold93	24575	24634	1.25305	0.02652	0.00044	5.00378
superscaffold93	24634	24828	0.08551	0.01085	0.00035	1.33670
superscaffold93	24828	25144	0.03206	0.01051	0.00034	0.18992
superscaffold93	25144	25201	0.02801	0.01043	0.00034	0.16572
superscaffold93	25201	25330	0.02450	0.01038	0.00034	0.15193
superscaffold93	25330	25346	0.02381	0.01038	0.00034	0.14632
superscaffold93	25346	25762	0.02289	0.01037	0.00034	0.13915
superscaffold93	25762	26073	0.02281	0.01036	0.00034	0.13742
superscaffold93	26073	26232	0.02278	0.01036	0.00034	0.13627
superscaffold93	26232	27371	0.02294	0.01038	0.00034	0.14232
superscaffold93	27371	27445	0.02434	0.01043	0.00034	0.16897
superscaffold93	27445	27735	0.02542	0.01050	0.00034	0.18992
superscaffold93	27735	28459	0.02708	0.01052	0.00034	0.21532
superscaffold93	28459	28546	0.03869	0.01078	0.00034	0.35057
superscaffold93	28546	28703	0.06545	0.01106	0.00034	0.53771
superscaffold93	28703	28947	0.54532	0.01539	0.00041	3.46701
superscaffold93	28947	29108	0.46813	0.01432	0.00039	2.56794
superscaffold93	29108	29334	0.28272	0.01112	0.00033	1.78747
superscaffold93	29334	29983	0.08670	0.00835	0.00027	0.71004
superscaffold93	29983	30690	0.06327	0.00769	0.00026	0.53938
superscaffold93	30690	31000	0.03057	0.00680	0.00025	0.38076
superscaffold93	31000	31120	0.02129	0.00654	0.00024	0.25031
superscaffold93	31120	31529	0.01660	0.00637	0.00024	0.17527
superscaffold93	31529	31775	0.01611	0.00633	0.00023	0.14435
superscaffold93	31775	31777	0.01409	0.00630	0.00023	0.05631
superscaffold93	31777	31965	0.01257	0.00625	0.00023	0.04649
superscaffold93	31965	32063	0.01203	0.00622	0.00023	0.04258
superscaffold93	32063	32151	0.01077	0.00616	0.00023	0.03773
superscaffold93	32151	32598	0.01023	0.00613	0.00023	0.03667
superscaffold93	32598	32698	0.01011	0.00612	0.00023	0.03594
superscaffold93	32698	32776	0.00980	0.00611	0.00023	0.03500
superscaffold93	32776	32840	0.00959	0.00610	0.00023	0.03437
superscaffold93	32840	32858	0.00924	0.00607	0.00023	0.03366
superscaffold93	32858	32920	0.00913	0.00607	0.00023	0.03350
superscaffold93	32920	33064	0.00910	0.00606	0.00023	0.03309
superscaffold93	33064	33066	0.00909	0.00606	0.00023	0.03299
superscaffold93	33066	33225	0.00899	0.00604	0.00023	0.03244
superscaffold93	33225	33337	0.00893	0.00604	0.00023	0.03233
superscaffold93	33337	33438	0.00891	0.00604	0.00023	0.03232
superscaffold93	33438	33495	0.00886	0.00604	0.00023	0.03230
superscaffold93	33495	33511	0.00881	0.00604	0.00023	0.03229
superscaffold93	33511	33590	0.00878	0.00604	0.00023	0.03205
superscaffold93	33590	34103	0.00878	0.00604	0.00023	0.03205
superscaffold93	34103	34212	0.00876	0.00604	0.00023	0.03201
superscaffold93	34212	34214	0.00877	0.00604	0.00023	0.03201
superscaffold93	34214	34387	0.00877	0.00604	0.00023	0.03201
superscaffold93	34387	34651	0.00877	0.00604	0.00023	0.03201
superscaffold93	34651	34702	0.00875	0.00604	0.00023	0.03194
superscaffold93	34702	34811	0.00875	0.00604	0.00023	0.03194
superscaffold93	34811	34878	0.00875	0.00604	0.00023	0.03189
superscaffold93	34878	34908	0.00874	0.00604	0.00023	0.03189
superscaffold93	34908	34982	0.00874	0.00604	0.00023	0.03189
superscaffold93	34982	35256	0.00874	0.00604	0.00023	0.03189
superscaffold93	35256	35277	0.00874	0.00604	0.00023	0.03189
superscaffold93	35277	35375	0.00874	0.00604	0.00023	0.03189
superscaffold93	35375	35601	0.00871	0.00602	0.00022	0.03187
superscaffold93	35601	35676	0.00871	0.00602	0.00022	0.03187
superscaffold93	35676	35849	0.00871	0.00602	0.00022	0.03187
superscaffold93	35849	36114	0.00871	0.00602	0.00022	0.03187
superscaffold93	36114	36476	0.00871	0.00602	0.00022	0.03187
superscaffold93	36476	36558	0.00871	0.00602	0.00022	0.03187
superscaffold93	36558	37028	0.00871	0.00602	0.00022	0.03187
superscaffold93	37028	37048	0.00871	0.00602	0.00022	0.03187
superscaffold93	37048	37524	0.00872	0.00603	0.00022	0.03187
superscaffold93	37524	37644	0.00875	0.00603	0.00022	0.03189
superscaffold93	37644	37830	0.00880	0.00604	0.00022	0.03201
superscaffold93	37830	37947	0.00895	0.00604	0.00022	0.03229
superscaffold93	37947	38199	0.00914	0.00604	0.00022	0.03231
superscaffold93	38199	38326	0.00966	0.00606	0.00023	0.03299
superscaffold93	38326	38486	0.01130	0.00611	0.00023	0.03527
superscaffold93	38486	38696	0.01525	0.00626	0.00023	0.05044
superscaffold93	38696	38981	0.02411	0.00658	0.00024	0.32828
superscaffold93	38981	39072	0.06192	0.00803	0.00027	0.40358
superscaffold93	39072	39530	0.12028	0.01176	0.00034	0.43582
superscaffold93	39530	40249	0.23067	0.32959	0.00049	0.52255
superscaffold93	40249	40465	0.38896	0.41119	0.00107	0.86365
superscaffold93	40465	41344	0.57321	0.47463	0.30623	1.14700
superscaffold93	41344	41384	0.53746	0.45810	0.29430	1.10916
superscaffold93	41384	41390	0.51136	0.44757	0.28149	1.05246
