Scaffold	Locus_start	Locus_end	Mean_rho	Median	L95	U95
superscaffold63	4798	5082	8.01570	7.83713	3.63746	13.32890
superscaffold63	5082	5303	8.19862	7.91652	4.49939	13.42214
superscaffold63	5303	5353	8.19888	7.91652	4.51612	13.42214
superscaffold63	5353	5446	8.19888	7.91652	4.51612	13.42214
superscaffold63	5446	5504	7.85584	7.75698	0.78592	12.89983
superscaffold63	5504	5700	6.46145	7.10655	0.37940	11.26338
superscaffold63	5700	5755	3.21630	0.67782	0.01829	10.11375
superscaffold63	5755	6160	0.54048	0.30358	0.00946	4.58767
superscaffold63	6160	6234	0.36604	0.27793	0.00922	0.90715
superscaffold63	6234	6469	0.32025	0.27110	0.00882	0.82664
superscaffold63	6469	6531	0.31910	0.27094	0.00882	0.82110
superscaffold63	6531	6826	0.31884	0.27110	0.00916	0.81513
superscaffold63	6826	6940	0.32040	0.27315	0.00916	0.81882
superscaffold63	6940	7006	0.32299	0.27598	0.00934	0.82664
superscaffold63	7006	7149	0.32602	0.27793	0.00934	0.83312
superscaffold63	7149	7159	0.33202	0.28188	0.00937	0.85546
superscaffold63	7159	7176	0.33724	0.28494	0.00961	0.87713
superscaffold63	7176	7233	0.34286	0.29007	0.00961	0.90307
superscaffold63	7233	7235	0.35255	0.29794	0.00988	0.96021
superscaffold63	7235	7350	0.36358	0.30810	0.00994	1.12272
superscaffold63	7350	7503	0.38132	0.32195	0.01011	1.32119
superscaffold63	7503	7729	0.41206	0.34263	0.01072	1.44167
superscaffold63	7729	7737	0.51051	0.40804	0.01406	1.71575
superscaffold63	7737	7949	0.61124	0.46866	0.01613	1.80499
superscaffold63	7949	8041	0.87502	0.64273	0.03162	2.02138
superscaffold63	8041	8325	1.18308	1.35630	0.16370	2.22510
superscaffold63	8325	8518	1.59891	1.70731	0.45515	2.54806
superscaffold63	8518	8596	1.77623	1.80915	0.58634	2.63201
superscaffold63	8596	8667	1.86148	1.85161	0.68854	2.67106
superscaffold63	8667	8753	1.88596	1.86506	0.83551	2.67106
superscaffold63	8753	8774	1.89513	1.87285	0.98909	2.66902
superscaffold63	8774	8894	1.90599	1.87910	1.24662	2.65338
superscaffold63	8894	9165	1.91463	1.88535	1.29032	2.64323
superscaffold63	9165	9192	1.91392	1.88589	1.29539	2.63494
superscaffold63	9192	9434	1.92037	1.88911	1.30262	2.64968
superscaffold63	9434	9754	1.92415	1.89394	1.30090	2.66126
superscaffold63	9754	9859	1.67366	1.77472	0.10847	2.55336
superscaffold63	9859	9863	1.33762	1.57001	0.03716	2.48779
superscaffold63	9863	9909	1.02196	0.86081	0.02228	2.42200
superscaffold63	9909	10261	0.75460	0.45515	0.01701	2.31861
superscaffold63	10261	10381	0.75489	0.45275	0.01701	2.33954
superscaffold63	10381	10747	0.79300	0.46603	0.01720	2.49711
superscaffold63	10747	10785	2.77787	2.21039	0.03331	6.40946
superscaffold63	10785	11171	4.89291	4.98595	2.17078	6.99717
superscaffold63	11171	11213	3.24168	4.22221	0.00678	6.55045
superscaffold63	11213	11458	0.11495	0.04914	0.00177	1.56993
superscaffold63	11458	11620	0.07177	0.04794	0.00173	0.25367
superscaffold63	11620	11643	0.07102	0.04787	0.00173	0.25079
superscaffold63	11643	11665	0.06932	0.04778	0.00176	0.24901
superscaffold63	11665	11666	0.06840	0.04777	0.00176	0.24688
superscaffold63	11666	11718	0.06666	0.04763	0.00176	0.24165
superscaffold63	11718	11724	0.06673	0.04764	0.00176	0.24219
superscaffold63	11724	11830	0.06645	0.04763	0.00176	0.24121
superscaffold63	11830	11927	0.06659	0.04764	0.00177	0.24160
superscaffold63	11927	11960	0.06686	0.04775	0.00177	0.24499
superscaffold63	11960	12060	0.06745	0.04778	0.00177	0.24727
superscaffold63	12060	12112	0.10095	0.04880	0.00180	0.33787
superscaffold63	12112	12162	0.39035	0.06140	0.00220	2.25047
superscaffold63	12162	12163	1.12804	0.33127	0.00394	2.48890
superscaffold63	12163	12263	1.85339	2.20465	0.01350	2.56639
superscaffold63	12263	12617	2.34774	2.27113	1.95989	2.98477
superscaffold63	12617	12625	2.33811	2.26889	1.93730	2.96480
superscaffold63	12625	12695	2.32448	2.26617	1.91619	2.93942
superscaffold63	12695	12753	2.31895	2.26449	1.89623	2.93019
superscaffold63	12753	12780	2.31616	2.26239	1.88101	2.92824
superscaffold63	12780	12844	2.31614	2.26223	1.87944	2.92670
superscaffold63	12844	13004	2.31629	2.26208	1.88101	2.92638
superscaffold63	13004	13108	2.31587	2.26198	1.87406	2.92670
superscaffold63	13108	13124	2.31622	2.26221	1.87226	2.92685
superscaffold63	13124	13271	2.31617	2.26221	1.87406	2.92685
superscaffold63	13271	13388	2.31631	2.26223	1.86907	2.92844
superscaffold63	13388	13634	2.31548	2.26222	1.86241	2.93019
superscaffold63	13634	13636	2.20205	2.24672	0.21827	2.91169
