Scaffold	Locus_start	Locus_end	Mean_rho	Median	L95	U95
superscaffold67	257021	486300	 127.08332	 126.90028	 118.96848	 136.30301
superscaffold67	454565	629971	 112.03113	 111.94043	 105.33009	 119.38344
superscaffold67	586603	2017759	  81.91166	  81.86425	  77.17698	  86.99122
superscaffold67	1972104	2205200	  78.67670	  78.58007	  73.98351	  83.90218
superscaffold67	2166556	2725022	  69.00902	  68.92720	  64.93134	  73.28247
superscaffold67	2679935	2915772	  98.39127	  98.20607	  92.55997	 105.35604
superscaffold67	2864880	3086434	 198.92955	 198.45118	 183.93742	 216.94977
superscaffold67	3042450	3238210	 163.91025	 163.10469	 147.68836	 183.53753
superscaffold67	3192096	3452922	 197.70937	 196.99630	 179.10114	 220.27191
superscaffold67	3401384	3700966	 132.44846	 131.71087	 118.51738	 150.18448
superscaffold67	3645473	3900103	 128.31374	 127.83196	 119.07314	 140.58186
superscaffold67	3851697	4087554	 169.63006	 169.49182	 157.08445	 183.40062
superscaffold67	4028308	4292377	 136.21005	 135.92208	 125.16774	 149.17970
superscaffold67	4247316	4499411	 117.47486	 117.26610	 108.74308	 127.28225
superscaffold67	4444995	4731183	 170.06993	 169.42358	 149.61811	 194.84634
superscaffold67	4674854	4937934	 153.61492	 153.22468	 140.53826	 168.66249
superscaffold67	4879338	5207672	 125.30344	 125.33129	 111.57526	 140.29991
superscaffold67	5207673	5298776	  57.57102	  56.92827	  45.50695	  72.59143
