Scaffold	Locus_start	Locus_end	Mean_rho	Median	L95	U95
superscaffold67	257021	257222	0.94263	0.86028	0.59756	1.78180
superscaffold67	257222	257955	0.94477	0.86071	0.63680	1.77976
superscaffold67	257955	257963	0.94360	0.86071	0.64154	1.77505
superscaffold67	257963	258220	0.94446	0.86082	0.65229	1.77258
superscaffold67	258220	258485	0.94597	0.86127	0.66433	1.77258
superscaffold67	258485	258501	0.94413	0.86117	0.66924	1.76517
superscaffold67	258501	258513	0.94642	0.86147	0.67772	1.76377
superscaffold67	258513	259171	0.94575	0.86148	0.67878	1.74945
superscaffold67	259171	259255	0.94518	0.86140	0.67899	1.74517
superscaffold67	259255	259451	0.94575	0.86147	0.68107	1.74945
superscaffold67	259451	259883	0.94577	0.86164	0.68128	1.74945
superscaffold67	259883	260200	0.94575	0.86196	0.68153	1.74945
superscaffold67	260200	260333	0.94574	0.86179	0.68153	1.75754
superscaffold67	260333	260483	0.94571	0.86164	0.68223	1.74945
superscaffold67	260483	260484	0.94590	0.86148	0.68223	1.74945
superscaffold67	260484	261279	0.94653	0.86168	0.68237	1.76003
superscaffold67	261279	261586	0.94945	0.86235	0.68454	1.77429
superscaffold67	261586	261638	0.95029	0.86179	0.68454	1.77897
superscaffold67	261638	261866	0.94918	0.86117	0.68357	1.77662
superscaffold67	261866	262007	0.94728	0.86082	0.68311	1.77429
superscaffold67	262007	262149	0.94522	0.86043	0.68223	1.76554
superscaffold67	262149	262497	0.94170	0.85917	0.68056	1.75870
superscaffold67	262497	262580	0.93913	0.85850	0.67911	1.74446
superscaffold67	262580	262581	0.93508	0.85719	0.67819	1.70870
superscaffold67	262581	263202	0.93104	0.85623	0.67765	1.66680
superscaffold67	263202	264084	0.92582	0.85457	0.67349	1.64380
superscaffold67	264084	264742	0.92380	0.85336	0.67203	1.64337
superscaffold67	264742	265038	0.91390	0.84874	0.66484	1.61522
superscaffold67	265038	265215	0.90052	0.84388	0.65816	1.54854
superscaffold67	265215	265236	0.88728	0.83945	0.64991	1.47748
superscaffold67	265236	265442	0.87126	0.83396	0.63876	1.39260
superscaffold67	265442	265600	0.86233	0.83046	0.63296	1.34037
superscaffold67	265600	265911	0.85364	0.82694	0.62312	1.29086
superscaffold67	265911	266085	0.84684	0.82478	0.61619	1.24983
superscaffold67	266085	266093	0.84164	0.82224	0.61344	1.22732
superscaffold67	266093	266123	0.83803	0.82110	0.61046	1.21504
superscaffold67	266123	266201	0.83386	0.81878	0.60777	1.18984
superscaffold67	266201	266970	0.83096	0.81719	0.60779	1.16858
superscaffold67	266970	267367	0.82921	0.81622	0.60779	1.15366
superscaffold67	267367	267546	0.82802	0.81586	0.60779	1.15023
superscaffold67	267546	267622	0.82686	0.81526	0.60927	1.14383
superscaffold67	267622	267789	0.82565	0.81424	0.60777	1.13923
superscaffold67	267789	268444	0.82374	0.81347	0.60686	1.12160
superscaffold67	268444	268772	0.82273	0.81279	0.60725	1.11975
superscaffold67	268772	268820	0.82133	0.81191	0.60583	1.11736
superscaffold67	268820	268964	0.81957	0.81101	0.60359	1.11421
superscaffold67	268964	269124	0.81765	0.81010	0.59994	1.10617
superscaffold67	269124	269462	0.81537	0.80921	0.59622	1.09990
superscaffold67	269462	269881	0.81283	0.80746	0.58828	1.09448
superscaffold67	269881	270040	0.80604	0.80469	0.56529	1.07900
superscaffold67	270040	270343	0.79924	0.80239	0.51643	1.06860
superscaffold67	270343	270536	0.79358	0.80061	0.41347	1.06031
superscaffold67	270536	270585	0.78713	0.79779	0.29954	1.05528
superscaffold67	270585	270888	0.77938	0.79533	0.26230	1.04250
superscaffold67	270888	270900	0.77226	0.79401	0.20777	1.03368
superscaffold67	270900	272082	0.76655	0.79229	0.17751	1.02715
superscaffold67	272082	272105	0.76725	0.79248	0.18358	1.02865
superscaffold67	272105	272444	0.76726	0.79204	0.18418	1.02865
superscaffold67	272444	273039	0.76984	0.79311	0.20166	1.03368
superscaffold67	273039	273511	0.78814	0.79712	0.27215	1.09437
superscaffold67	273511	273785	0.81865	0.80649	0.54719	1.24391
superscaffold67	273785	273921	0.82567	0.80982	0.57683	1.27040
superscaffold67	273921	274121	0.83324	0.81235	0.59626	1.30360
superscaffold67	274121	274169	0.83888	0.81451	0.60335	1.31557
superscaffold67	274169	274722	0.84588	0.81663	0.61344	1.33478
superscaffold67	274722	274855	0.84839	0.81752	0.61525	1.35038
superscaffold67	274855	274910	0.84918	0.81765	0.61609	1.35338
superscaffold67	274910	275647	0.85044	0.81858	0.61623	1.35394
superscaffold67	275647	276130	0.84479	0.81708	0.60006	1.35394
superscaffold67	276130	276223	0.83384	0.81459	0.23673	1.36327
superscaffold67	276223	276283	0.82615	0.81227	0.19953	1.39311
superscaffold67	276283	276489	0.82092	0.81172	0.18830	1.41033
superscaffold67	276489	276828	0.80580	0.80746	0.16922	1.42915
superscaffold67	276828	276919	0.73001	0.78583	0.08298	1.40804
superscaffold67	276919	276924	0.61259	0.73961	0.04757	1.35394
superscaffold67	276924	277003	0.49286	0.59014	0.03231	1.23158
superscaffold67	277003	277118	0.35102	0.16315	0.01884	1.01007
superscaffold67	277118	278026	0.19870	0.10694	0.01245	0.81526
superscaffold67	278026	278151	0.15466	0.09803	0.00726	0.76653
superscaffold67	278151	278221	0.13006	0.09225	0.00608	0.70893
superscaffold67	278221	278358	0.11047	0.08817	0.00467	0.34430
superscaffold67	278358	278473	0.10125	0.08653	0.00434	0.23724
superscaffold67	278473	279758	0.09406	0.08498	0.00394	0.22555
superscaffold67	279758	280132	0.09404	0.08502	0.00397	0.22645
superscaffold67	280132	280145	0.09408	0.08510	0.00397	0.22569
superscaffold67	280145	280469	0.09408	0.08510	0.00397	0.22645
superscaffold67	280469	280471	0.09426	0.08510	0.00397	0.22706
superscaffold67	280471	280651	0.09451	0.08515	0.00397	0.22714
superscaffold67	280651	280656	0.09458	0.08510	0.00394	0.22810
superscaffold67	280656	281068	0.09430	0.08495	0.00387	0.22742
superscaffold67	281068	281127	0.09412	0.08482	0.00382	0.22706
superscaffold67	281127	281240	0.09426	0.08484	0.00378	0.22742
superscaffold67	281240	281500	0.09403	0.08464	0.00376	0.22714
