Scaffold	Locus_start	Locus_end	Mean_rho	Median	L95	U95
superscaffold36	196982	197044	0.30699	0.26188	0.10147	0.77629
superscaffold36	197044	197045	0.30403	0.26154	0.10325	0.74143
superscaffold36	197045	197114	0.29869	0.26111	0.10329	0.71248
superscaffold36	197114	197116	0.29391	0.26036	0.10329	0.67127
superscaffold36	197116	197369	0.29104	0.26005	0.10408	0.64923
superscaffold36	197369	197632	0.28700	0.25963	0.10408	0.62704
superscaffold36	197632	198246	0.27985	0.25903	0.10393	0.57618
superscaffold36	198246	198344	0.27702	0.25830	0.10478	0.55012
superscaffold36	198344	198347	0.27493	0.25779	0.10521	0.52696
superscaffold36	198347	198866	0.27182	0.25763	0.10601	0.50427
superscaffold36	198866	199604	0.27086	0.25756	0.10768	0.50028
superscaffold36	199604	199658	0.27076	0.25762	0.10952	0.49528
superscaffold36	199658	199728	0.27105	0.25763	0.11103	0.49620
superscaffold36	199728	199838	0.27143	0.25779	0.11375	0.49520
superscaffold36	199838	199866	0.27101	0.25786	0.11466	0.48883
superscaffold36	199866	199993	0.27169	0.25827	0.11521	0.48945
superscaffold36	199993	200178	0.27165	0.25829	0.11650	0.48879
superscaffold36	200178	200917	0.27233	0.25882	0.11850	0.48779
superscaffold36	200917	200947	0.27263	0.25916	0.11973	0.48883
superscaffold36	200947	201338	0.27399	0.25950	0.12415	0.48952
superscaffold36	201338	201857	0.27413	0.25996	0.12620	0.48883
superscaffold36	201857	201935	0.27369	0.26004	0.12517	0.48810
superscaffold36	201935	201963	0.27439	0.26005	0.12517	0.48883
superscaffold36	201963	202485	0.27428	0.25996	0.12448	0.48945
superscaffold36	202485	202910	0.27344	0.25937	0.11925	0.48879
superscaffold36	202910	203201	0.27176	0.25840	0.11650	0.48486
superscaffold36	203201	203211	0.26976	0.25775	0.11368	0.47970
superscaffold36	203211	203212	0.26876	0.25751	0.11085	0.47887
superscaffold36	203212	203259	0.26801	0.25709	0.10952	0.47479
superscaffold36	203259	203308	0.26560	0.25623	0.10325	0.46916
superscaffold36	203308	203388	0.26365	0.25544	0.09752	0.46723
superscaffold36	203388	204363	0.26283	0.25529	0.09607	0.46442
superscaffold36	204363	204666	0.26288	0.25530	0.09287	0.46723
superscaffold36	204666	204867	0.26339	0.25530	0.08865	0.46820
superscaffold36	204867	205266	0.26416	0.25517	0.08297	0.46936
superscaffold36	205266	205345	0.26771	0.25533	0.08124	0.48083
superscaffold36	205345	205348	0.27014	0.25517	0.08046	0.48486
superscaffold36	205348	205361	0.27283	0.25538	0.08023	0.49151
superscaffold36	205361	205364	0.27456	0.25538	0.07820	0.49904
superscaffold36	205364	205833	0.27817	0.25543	0.07820	0.51794
superscaffold36	205833	206113	0.31921	0.25915	0.08042	1.61013
superscaffold36	206113	207103	0.48028	0.27519	0.09298	2.08322
superscaffold36	207103	207381	1.64914	1.91000	0.17430	2.92659
superscaffold36	207381	207723	2.19528	2.13630	1.50034	3.16535
superscaffold36	207723	207968	2.19838	2.13740	1.51438	3.16535
superscaffold36	207968	207981	2.19525	2.13575	1.51438	3.14313
superscaffold36	207981	208048	2.18869	2.13218	1.51337	3.11713
superscaffold36	208048	208079	2.18455	2.12995	1.51147	3.09603
superscaffold36	208079	208171	2.18067	2.12619	1.51131	3.08230
superscaffold36	208171	209023	2.17344	2.12098	1.51005	3.06969
superscaffold36	209023	209039	2.16793	2.11806	1.50034	3.06288
superscaffold36	209039	209339	2.16046	2.11478	1.48171	3.05322
superscaffold36	209339	209491	2.15528	2.10866	1.46910	3.03998
superscaffold36	209491	209612	2.14941	2.10619	1.45162	3.02384
superscaffold36	209612	209645	2.14560	2.10505	1.44185	3.02272
superscaffold36	209645	209647	2.14059	2.10380	1.43195	3.02230
superscaffold36	209647	209699	2.13966	2.10311	1.43195	3.02230
superscaffold36	209699	209831	2.13548	2.10115	1.42543	3.00178
superscaffold36	209831	210012	2.13196	2.09938	1.41722	2.99769
superscaffold36	210012	210040	2.12988	2.09818	1.41327	2.99541
superscaffold36	210040	210331	2.12921	2.09727	1.41327	2.99176
superscaffold36	210331	210400	2.12842	2.09661	1.41564	2.98858
superscaffold36	210400	211035	2.12872	2.09614	1.41564	2.99176
superscaffold36	211035	211179	2.12601	2.09456	1.39370	2.99541
superscaffold36	211179	211222	2.12345	2.09357	1.38213	2.99176
superscaffold36	211222	211506	2.11697	2.08936	1.35789	2.98737
superscaffold36	211506	211545	1.98623	2.03617	0.42106	2.93474
superscaffold36	211545	211556	1.84250	1.97197	0.35989	2.86667
superscaffold36	211556	211747	1.66174	1.88101	0.32984	2.80995
superscaffold36	211747	211765	1.42457	1.72085	0.28825	2.73338
superscaffold36	211765	211822	1.16824	0.62322	0.27368	2.60802
superscaffold36	211822	212150	0.89477	0.48872	0.26142	2.40576
superscaffold36	212150	212413	0.60764	0.44481	0.22985	2.05652
superscaffold36	212413	212465	0.55470	0.43865	0.22426	1.96423
superscaffold36	212465	212620	0.51370	0.43353	0.22187	1.81704
superscaffold36	212620	212655	0.48425	0.43100	0.22362	1.67668
superscaffold36	212655	212820	0.45566	0.42625	0.22219	1.09937
superscaffold36	212820	213089	0.43033	0.42284	0.21621	0.68407
superscaffold36	213089	213500	0.42253	0.42215	0.21846	0.66219
superscaffold36	213500	213520	0.42248	0.42224	0.22197	0.66156
superscaffold36	213520	213805	0.42266	0.42265	0.22512	0.66156
superscaffold36	213805	213919	0.42313	0.42300	0.23118	0.66013
superscaffold36	213919	214394	0.42419	0.42388	0.23481	0.66020
superscaffold36	214394	214401	0.42561	0.42475	0.24127	0.65922
superscaffold36	214401	214438	0.42662	0.42508	0.24355	0.66020
superscaffold36	214438	214867	0.42748	0.42570	0.24435	0.66147
superscaffold36	214867	216025	0.42865	0.42620	0.24486	0.66249
superscaffold36	216025	216082	0.42601	0.42477	0.22888	0.66386
superscaffold36	216082	216095	0.42184	0.42215	0.14698	0.67021
superscaffold36	216095	216192	0.41879	0.41972	0.08515	0.67988
superscaffold36	216192	216267	0.41664	0.41782	0.06054	0.69169
superscaffold36	216267	216422	0.41205	0.41435	0.04267	0.70013
superscaffold36	216422	216480	0.40295	0.41005	0.02948	0.69713
superscaffold36	216480	216573	0.39395	0.40474	0.02010	0.69629
superscaffold36	216573	216737	0.38569	0.39929	0.01617	0.69713
superscaffold36	216737	216927	0.36878	0.38982	0.01074	0.68013
superscaffold36	216927	216987	0.34569	0.37502	0.00783	0.66219
superscaffold36	216987	217391	0.32113	0.35675	0.00536	0.64455
superscaffold36	217391	217425	0.29493	0.33144	0.00417	0.63477
superscaffold36	217425	217429	0.26855	0.29879	0.00355	0.61847
superscaffold36	217429	217697	0.24209	0.25230	0.00305	0.59468
superscaffold36	217697	217708	0.21535	0.13973	0.00260	0.57770
superscaffold36	217708	217821	0.18919	0.09875	0.00217	0.54844
superscaffold36	217821	218179	0.16272	0.07838	0.00180	0.52312
superscaffold36	218179	218243	0.14026	0.06629	0.00168	0.50261
superscaffold36	218243	218260	0.12298	0.05919	0.00161	0.48655
superscaffold36	218260	218397	0.10365	0.05141	0.00151	0.45669
superscaffold36	218397	218637	0.08994	0.04786	0.00144	0.42448
superscaffold36	218637	218641	0.08225	0.04523	0.00143	0.39518
superscaffold36	218641	218687	0.07315	0.04247	0.00142	0.33746
superscaffold36	218687	219247	0.06498	0.04079	0.00139	0.27694
superscaffold36	219247	219334	0.06311	0.04044	0.00138	0.26872
superscaffold36	219334	219520	0.06167	0.04026	0.00138	0.25887
superscaffold36	219520	219695	0.06062	0.04001	0.00139	0.25153
superscaffold36	219695	219721	0.05986	0.03997	0.00139	0.24406
superscaffold36	219721	220178	0.05858	0.03979	0.00138	0.23645
superscaffold36	220178	220549	0.05857	0.03979	0.00139	0.23645
superscaffold36	220549	220711	0.05858	0.03982	0.00139	0.23481
superscaffold36	220711	220845	0.05856	0.03979	0.00138	0.23609
superscaffold36	220845	220864	0.05853	0.03979	0.00138	0.23609
