Scaffold	Locus_start	Locus_end	Mean_rho	Median	L95	U95
superscaffold92	17573	17717	0.01109	0.00266	0.00011	0.02205
superscaffold92	17717	17787	0.00930	0.00265	0.00011	0.01981
superscaffold92	17787	17799	0.00728	0.00263	0.00011	0.01884
superscaffold92	17799	18245	0.00530	0.00262	0.00011	0.01697
superscaffold92	18245	18921	0.00435	0.00261	0.00011	0.01640
superscaffold92	18921	20319	0.00416	0.00260	0.00011	0.01608
superscaffold92	20319	20471	0.00416	0.00260	0.00011	0.01608
superscaffold92	20471	20495	0.00413	0.00260	0.00011	0.01598
superscaffold92	20495	21191	0.00411	0.00260	0.00011	0.01569
superscaffold92	21191	21193	0.00409	0.00260	0.00011	0.01569
superscaffold92	21193	21466	0.00408	0.00260	0.00011	0.01568
superscaffold92	21466	21503	0.00408	0.00260	0.00011	0.01568
superscaffold92	21503	21504	0.00407	0.00260	0.00011	0.01560
superscaffold92	21504	21623	0.00406	0.00260	0.00011	0.01541
superscaffold92	21623	21762	0.00406	0.00260	0.00011	0.01541
superscaffold92	21762	21878	0.00406	0.00260	0.00011	0.01541
superscaffold92	21878	21935	0.00406	0.00260	0.00011	0.01541
superscaffold92	21935	23290	0.00406	0.00260	0.00011	0.01541
superscaffold92	23290	23456	0.00406	0.00260	0.00011	0.01541
superscaffold92	23456	23471	0.00406	0.00260	0.00011	0.01541
superscaffold92	23471	23650	0.00406	0.00260	0.00011	0.01541
superscaffold92	23650	23684	0.00406	0.00260	0.00011	0.01541
superscaffold92	23684	23805	0.00405	0.00259	0.00011	0.01541
superscaffold92	23805	23806	0.00405	0.00259	0.00011	0.01541
superscaffold92	23806	24615	0.00406	0.00259	0.00011	0.01541
superscaffold92	24615	24850	0.00406	0.00260	0.00011	0.01534
superscaffold92	24850	25566	0.00406	0.00259	0.00011	0.01534
superscaffold92	25566	26077	0.00406	0.00259	0.00011	0.01534
superscaffold92	26077	27414	0.00406	0.00259	0.00011	0.01534
superscaffold92	27414	27842	0.00404	0.00259	0.00011	0.01533
superscaffold92	27842	27881	0.00401	0.00259	0.00011	0.01532
superscaffold92	27881	28116	0.00401	0.00259	0.00011	0.01532
superscaffold92	28116	28117	0.00401	0.00259	0.00011	0.01532
superscaffold92	28117	28178	0.00403	0.00259	0.00011	0.01533
superscaffold92	28178	29099	0.00403	0.00259	0.00011	0.01533
superscaffold92	29099	29103	0.00403	0.00259	0.00011	0.01533
superscaffold92	29103	29994	0.00403	0.00259	0.00011	0.01533
superscaffold92	29994	33879	0.00404	0.00259	0.00011	0.01533
superscaffold92	33879	34291	0.00421	0.00259	0.00011	0.01565
superscaffold92	34291	34693	0.00459	0.00260	0.00011	0.01641
superscaffold92	34693	35025	0.00512	0.00261	0.00011	0.01715
superscaffold92	35025	35026	0.00572	0.00262	0.00011	0.01917
superscaffold92	35026	35046	0.00657	0.00262	0.00011	0.02003
superscaffold92	35046	35048	0.00783	0.00264	0.00011	0.03958
superscaffold92	35048	35446	0.00863	0.00265	0.00011	0.05375
superscaffold92	35446	35546	0.01216	0.00268	0.00011	0.12960
superscaffold92	35546	36042	0.02026	0.00271	0.00011	0.16301
superscaffold92	36042	36803	0.02065	0.00271	0.00011	0.17643
superscaffold92	36803	39380	0.01048	0.00266	0.00011	0.15121
superscaffold92	39380	39446	0.00969	0.00264	0.00011	0.13820
superscaffold92	39446	41546	0.00885	0.00261	0.00011	0.12166
superscaffold92	41546	41778	0.00714	0.00258	0.00011	0.04222
superscaffold92	41778	41910	0.00629	0.00256	0.00010	0.02003
superscaffold92	41910	41914	0.00559	0.00254	0.00010	0.01773
superscaffold92	41914	42129	0.00475	0.00252	0.00010	0.01560
superscaffold92	42129	42165	0.00422	0.00250	0.00010	0.01455
superscaffold92	42165	42696	0.00391	0.00249	0.00010	0.01403
superscaffold92	42696	42867	0.00376	0.00249	0.00010	0.01379
superscaffold92	42867	43149	0.00368	0.00249	0.00010	0.01366
superscaffold92	43149	43307	0.00368	0.00249	0.00010	0.01366
superscaffold92	43307	43641	0.00363	0.00248	0.00010	0.01364
superscaffold92	43641	43795	0.00362	0.00248	0.00010	0.01357
superscaffold92	43795	43870	0.00362	0.00248	0.00010	0.01357
superscaffold92	43870	44147	0.00360	0.00248	0.00010	0.01354
superscaffold92	44147	44694	0.00360	0.00248	0.00010	0.01354
superscaffold92	44694	44810	0.00359	0.00248	0.00010	0.01351
superscaffold92	44810	44846	0.00358	0.00248	0.00010	0.01351
superscaffold92	44846	44955	0.00358	0.00248	0.00010	0.01351
superscaffold92	44955	44998	0.00358	0.00248	0.00010	0.01351
superscaffold92	44998	45305	0.00358	0.00248	0.00010	0.01351
superscaffold92	45305	45508	0.00358	0.00248	0.00010	0.01348
