Scaffold	Start	End	midpont	pi	theta	Td	win_length	pi_resamp_mean	pi_resampl_CI_low	pi_resamp_CI_up
scaffold120	0	200000	100000.0	407.54250000000246	417.44889510645964	-0.09947300135359993	187095	407.989835	397.77363	420.2068975
scaffold120	200000	400000	300000.0	342.2049000000016	354.02823244680167	-0.13995209510499082	186077	342.544592	330.3523875	355.2931925
scaffold120	400000	600000	500000.0	370.67310000000185	365.3030169196298	0.061606793260367054	192104	370.343195	360.3885325	380.432485
scaffold120	600000	800000	700000.0	290.4066000000018	310.6203122264136	-0.272638664840821	191631	290.740197	281.4066475	300.8242925
scaffold120	800000	1010486	905243.0	308.52260000000086	317.6670525219311	-0.12060795724342899	173873	308.447254	297.424985	317.14734
scaffold1321	0	133612	66806.0	192.0432000000004	185.7520741898426	0.14170484321737548	129381	191.884437	185.86787	198.4614
scaffold1404	0	184221	92110.5	232.44340000000076	237.05234354121038	-0.0814066401817425	178844	232.364951	225.2287975	241.7850475
scaffold198	0	200000	100000.0	228.3821000000008	225.4956894565616	0.053587622827669545	181896	228.832405	220.7884425	235.666565
scaffold198	200000	400000	300000.0	267.75200000000086	260.4475213223286	0.11745553749712612	185146	267.877064	257.4724775	274.6013275
scaffold198	400000	600000	500000.0	326.5643000000017	303.29170231907534	0.3214656943829021	185155	327.213686	316.934605	337.5341825
scaffold198	600000	800000	700000.0	295.2725000000017	293.70813551717146	0.022312248764936336	177744	295.602131	286.4700825	306.4860125
scaffold198	800000	1000000	900000.0	328.4625999999998	287.22513444529534	0.6014094331547574	181771	328.732615	318.1646925	338.5375325
scaffold198	1000000	1200000	1100000.0	314.8971000000011	299.3455277535855	0.21764071342992575	189259	315.284694	304.90666	326.7187725
scaffold198	1200000	1400000	1300000.0	278.2591000000012	271.440436183336	0.10521339218083209	184453	278.287782	267.5706075	287.5029025
scaffold198	1400000	1600000	1500000.0	328.10560000000163	306.67413766092375	0.29277550046714623	189224	328.717533	317.345905	338.1945225
scaffold198	1600000	1800000	1700000.0	357.73650000000043	344.1627960330771	0.16526849325829515	190626	356.783506	345.697875	368.3664375
scaffold198	1800000	2000000	1900000.0	543.6704000000034	520.0494338091952	0.19044658411863116	189644	542.718706	528.1358575	554.144355
scaffold198	2000000	2200000	2100000.0	427.58970000000244	403.91915373906596	0.24563210237288144	192898	427.273255	418.158225	438.6395825
scaffold198	2200000	2400000	2300000.0	315.1320000000011	321.0494878637796	-0.07722621332691092	192037	316.308272	305.5649775	326.9485875
scaffold198	2400000	2600000	2500000.0	371.6176000000008	345.5721440921806	0.31582902532577434	191317	371.959164	362.6194725	380.3521575
scaffold198	2600000	2800000	2700000.0	385.99000000000024	360.79310313049854	0.29267153252235617	192468	385.952688	373.654605	397.4454775
scaffold198	2800000	3123540	2961770.0	744.6147000000082	719.3312493664314	0.14742499268386985	312371	744.634638	729.6578075	760.38644
scaffold25	0	200000	100000.0	364.1272000000007	334.86109884299395	0.36621326745079313	182818	364.491096	356.7637775	374.624045
scaffold25	200000	400000	300000.0	360.51030000000014	337.67979496120097	0.2833029206941124	191901	361.274597	350.78765	373.43295
scaffold25	400000	600000	500000.0	327.2265000000008	288.6344825043988	0.5600857853624471	193125	327.443997	321.4339925	336.0655675
scaffold25	600000	800000	700000.0	321.8419000000016	297.09057085901986	0.3490128781003426	192947	322.271669	313.6404275	329.5753675
scaffold25	800000	1000000	900000.0	312.7114000000021	295.117483576275	0.2497430031049307	193840	313.15146	305.3052725	321.1907475
